project_id,name,developer,district,city,handover,price_from,price_per_m2,status,url,listing_urls
prj5622,Sunshine Continental,CÔNG TY CỔ PHẦN TẬP ĐOÀN SUNSHINE,Quận 10,TPHCM,2023,Từ 4 tỷ 300 triệu,86 - 90 triệu/m2,Đang bán,https://mogi.vn/sunshine-continental-prj5622,https://mogi.vn/ho-chi-minh/quan-10/mua-nha-dat/sunshine-continental-prj5622
prj5623,Masteri Lumiere Riverside,Masterise Homes,Quận 2 (TP. Thủ Đức),TPHCM,2023,Từ 4 tỷ 410 triệu,90 - 115 triệu/m2,Đang bán; Cho thuê,https://mogi.vn/masteri-lumiere-riverside-prj5623,https://mogi.vn/ho-chi-minh/quan-2/mua-nha-dat/masteri-lumiere-riverside-prj5623; https://mogi.vn/ho-chi-minh/quan-2/thue-nha-dat/masteri-lumiere-riverside-prj5623
prj5624,Q2 Thảo Điền,Fraser Property Viet Nam,Quận 2 (TP. Thủ Đức),TPHCM,2021,Từ 3 tỷ 500 triệu,70 - 80 triệu/m2,Cho thuê,https://mogi.vn/q2-thao-dien-prj5624,https://mogi.vn/ho-chi-minh/quan-2/thue-nha-dat/q2-thao-dien-prj5624
prj5625,De La Sol,Tập đoàn CapitaLand,Quận 4,TPHCM,2021,Từ 3 tỷ 300 triệu,60 - 65 triệu/m2,Đang bán,https://mogi.vn/de-la-sol-prj5625,https://mogi.vn/ho-chi-minh/quan-4/mua-nha-dat/de-la-sol-prj5625
prj5627,Chung cư Sky 89,Công ty CP Đầu tư và Phát triển Bất động sản An Gia,Quận 7,TPHCM,2021,Từ 2 tỷ 200 triệu,40 - 42 triệu/m2,Đang bán,https://mogi.vn/sky-89-prj5627,https://mogi.vn/ho-chi-minh/quan-7/mua-nha-dat/sky-89-prj5627
prj5628,Sài Gòn Gateway,Công ty Cổ phần Bất động sản Hiệp Phú Land,Quận 9 (TP. Thủ Đức),TPHCM,2019,Từ 1 tỷ 484 triệu,28 - 29 triệu/m2,Cho thuê,https://mogi.vn/sai-gon-gateway-prj5628,https://mogi.vn/ho-chi-minh/quan-9/thue-nha-dat/sai-gon-gateway-prj5628
prj5629,Carillon 7,TTC Land,Quận Tân Phú,TPHCM,2021,Từ 1 tỷ 530 triệu,34 - 39 triệu/m2,Đang bán; Cho thuê,https://mogi.vn/carillon-7-prj5629,https://mogi.vn/ho-chi-minh/quan-tan-phu/mua-nha-dat/carillon-7-prj5629; https://mogi.vn/ho-chi-minh/quan-tan-phu/thue-nha-dat/carillon-7-prj5629
prj5633,Diamond Brilliant,CÔNG TY CỔ PHẦN GAMUDA LAND VIỆT NAM,Quận Tân Phú,TPHCM,2022,Từ 4 tỷ 500 triệu,50 - 55 triệu/m2,Cho thuê,https://mogi.vn/diamond-brilliant-prj5633,https://mogi.vn/ho-chi-minh/quan-tan-phu/thue-nha-dat/diamond-brilliant-prj5633
prj5634,Prosper Phố Đông,Công ty TNHH Đầu tư Xây dựng Thương mại Dịch vụ Minh Hưng,Quận Thủ Đức (TP. Thủ Đức),TPHCM,2022,Từ 1 tỷ 484 triệu,28 - 43 triệu/m2,Đang bán,https://mogi.vn/prosper-pho-dong-prj5634,https://mogi.vn/ho-chi-minh/quan-thu-duc/mua-nha-dat/prosper-pho-dong-prj5634
prj5635,LDG River,CÔNG TY CỔ PHẦN ĐẦU TƯ LDG,Quận Thủ Đức (TP. Thủ Đức),TPHCM,2023,Từ 2 tỷ 880 triệu,45 - 50 triệu/m2,Đang bán,https://mogi.vn/ldg-river-prj5635,https://mogi.vn/ho-chi-minh/quan-thu-duc/mua-nha-dat/ldg-river-prj5635
prj5636,Lux City,Tập đoàn Đất Xanh,Quận 7,TPHCM,2017,Từ 2 tỷ 210 triệu,34 - 37 triệu/m2,Đang bán,https://mogi.vn/lux-city-prj5636,https://mogi.vn/ho-chi-minh/quan-7/mua-nha-dat/lux-city-prj5636
prj5637,Grand Marina,Masterise Homes,Quận 1,TPHCM,2023,Từ 16 tỷ,320 - 360 triệu/m2,Đang bán,https://mogi.vn/grand-marina-prj5637,https://mogi.vn/ho-chi-minh/quan-1/mua-nha-dat/grand-marina-prj5637
prj5639,Sarica,Công ty Cổ phần Đầu tư Địa ốc Đại Quang Minh,Quận 2 (TP. Thủ Đức),TPHCM,2017,Từ 10 tỷ 100 triệu,100 - 115 triệu/m2,Đang bán,https://mogi.vn/sarica-prj5639,https://mogi.vn/ho-chi-minh/quan-2/mua-nha-dat/sarica-prj5639
prj5640,Mozac Thảo Điền,Công ty TNHH Oxley Mk Thảo Điền,Quận 2 (TP. Thủ Đức),TPHCM,2022,Từ 3 tỷ 440 triệu,80 - 90 triệu/m2,Cho thuê,https://mogi.vn/mozac-thao-dien-prj5640,https://mogi.vn/ho-chi-minh/quan-2/thue-nha-dat/mozac-thao-dien-prj5640
prj5641,The Grand Manhattan,Novaland Group,Quận 1,TPHCM,2022,Từ 10 tỷ 50 triệu,150 - 180 triệu/m2,Đang bán,https://mogi.vn/the-grand-manhattan-prj5641,https://mogi.vn/ho-chi-minh/quan-1/mua-nha-dat/the-grand-manhattan-prj5641
prj5642,Viva Plaza,CÔNG TY CỔ PHẦN ĐẦU TƯ BẤT ĐỘNG SẢN VIỆT NAM,Quận 7,TPHCM,2021,Từ 1 tỷ 710 triệu,38 - 40 triệu/m2,Cho thuê,https://mogi.vn/viva-plaza-prj5642,https://mogi.vn/ho-chi-minh/quan-7/thue-nha-dat/viva-plaza-prj5642
prj5643,Paris Hoàng Kim,Công ty TNHH xây dựng và kinh doanh nhà Khởi Thành,Quận 2 (TP. Thủ Đức),TPHCM,2021,Từ 4 tỷ 161 triệu,73 - 75 triệu/m2,Đang bán,https://mogi.vn/paris-hoang-kim-prj5643,https://mogi.vn/ho-chi-minh/quan-2/mua-nha-dat/paris-hoang-kim-prj5643
prj5644,Define Capitaland,Tập đoàn CapitaLand,Quận 2 (TP. Thủ Đức),TPHCM,2023,Từ 17 tỷ 72 triệu,88 - 90 triệu/m2,Cho thuê,https://mogi.vn/define-capitaland-prj5644,https://mogi.vn/ho-chi-minh/quan-2/thue-nha-dat/define-capitaland-prj5644
prj5645,Saigon Broadway,Novaland Group,Quận 2 (TP. Thủ Đức),TPHCM,2023,Từ 4 tỷ 200 triệu,100 - 140 triệu/m2,,https://mogi.vn/sai-gon-broadway-prj5645,
prj5646,Laimian City,CÔNG TY TNHH MỘT THÀNH VIÊN PHÁT TRIỂN & KINH DOANH NHÀ,Quận 2 (TP. Thủ Đức),TPHCM,2021,Từ 3 tỷ 430 triệu,70 - 75 triệu/m2,Đang bán,https://mogi.vn/laimian-city-prj5646,https://mogi.vn/ho-chi-minh/quan-2/mua-nha-dat/laimian-city-prj5646
prj5647,Sunshine Venicia,CÔNG TY CỔ PHẦN TẬP ĐOÀN SUNSHINE,Quận 2 (TP. Thủ Đức),TPHCM,2022,Từ 8 tỷ 100 triệu,135 - 140 triệu/m2,,https://mogi.vn/sunshine-venicia-prj5647,
prj5648,La Premier,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG THƯƠNG MẠI HẬU GIANG,Quận 2 (TP. Thủ Đức),TPHCM,2021,Từ 1 tỷ 598 triệu,34 - 36 triệu/m2,,https://mogi.vn/la-premier-prj5648,
prj5649,D-Aqua,DHA Corporation,Quận 8,TPHCM,2024,Từ 1 tỷ 824 triệu,38 - 40 triệu/m2,Đang bán,https://mogi.vn/d-aqua-prj5649,https://mogi.vn/ho-chi-minh/quan-8/mua-nha-dat/d-aqua-prj5649
prj5650,Royal Park Riverside,,Quận 8,TPHCM,2023,Từ 1 tỷ 598 triệu,34 - 35 triệu/m2,,https://mogi.vn/royal-park-riverside-prj5650,
prj5651,Asahi Tower,Công ty cổ phần đầu tư 577,Quận 8,TPHCM,2023,Từ 1 tỷ 300 triệu,25 - 27 triệu/m2,Đang bán,https://mogi.vn/asahi-tower-prj5651,https://mogi.vn/ho-chi-minh/quan-8/mua-nha-dat/asahi-tower-prj5651
prj5652,Bình An Riverside,Tập đoàn Hà Đô,Quận 8,TPHCM,2020,Từ 1 tỷ 456 triệu,28 - 30 triệu/m2,,https://mogi.vn/binh-an-riverside-prj5652,
prj5654,The Venus,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐỊA ỐC VIỆT VIETCOMREAL,Quận 8,TPHCM,2019,Từ 1 tỷ 300 triệu,25 - 29 triệu/m2,Đang bán,https://mogi.vn/the-venus-prj5654,https://mogi.vn/ho-chi-minh/quan-8/mua-nha-dat/the-venus-prj5654
prj5655,Aurora Residences,Công ty Cổ phần Địa Ốc An Phú Long,Quận 8,TPHCM,2021,Từ 110 triệu 400 nghìn,2 - 25 triệu/m2,Đang bán,https://mogi.vn/aurora-residences-prj5655,https://mogi.vn/ho-chi-minh/quan-8/mua-nha-dat/aurora-residences-prj5655
prj5657,The Penta,CÔNG TY CỔ PHẦN ĐẦU TƯ ĐỊA ỐC TIẾN PHÁT,Quận Bình Thạnh,TPHCM,2022,Từ 1 tỷ 824 triệu,38 - 40 triệu/m2,Đang bán,https://mogi.vn/the-penta-prj5657,https://mogi.vn/ho-chi-minh/quan-binh-thanh/mua-nha-dat/the-penta-prj5657
prj5658,Marina Park,An Gia Investment,Quận 7,TPHCM,2023,Từ 4 tỷ 250 triệu,50 - 60 triệu/m2,,https://mogi.vn/marina-park-prj5658,
prj5659,The Signature,Công ty TNHH Phát Triển Phú Mỹ Hưng,Quận 7,TPHCM,2020,Từ 4 tỷ 380 triệu,60 - 65 triệu/m2,Cho thuê,https://mogi.vn/the-signature-prj5659,https://mogi.vn/ho-chi-minh/quan-7/thue-nha-dat/the-signature-prj5659
prj5660,Lux Riverview,Tập đoàn Đất Xanh,Quận 7,TPHCM,2022,Từ 1 tỷ 950 triệu,30 - 35 triệu/m2,Đang bán,https://mogi.vn/lux-riverview-prj5660,https://mogi.vn/ho-chi-minh/quan-7/mua-nha-dat/lux-riverview-prj5660
prj5661,The Blue Star,Công ty CP đầu tư Hưng Lộc Phát,Quận 7,TPHCM,2022,Từ 2 tỷ 100 triệu,35 - 39 triệu/m2,,https://mogi.vn/the-blue-star-prj5661,
prj5662,Cardinal Court,Công ty TNHH Phát Triển Phú Mỹ Hưng,Quận 7,TPHCM,2023,Từ 5 tỷ 168 triệu,68 - 70 triệu/m2,Đang bán; Cho thuê,https://mogi.vn/cardinal-court-prj5662,https://mogi.vn/ho-chi-minh/quan-7/mua-nha-dat/cardinal-court-prj5662; https://mogi.vn/ho-chi-minh/quan-7/thue-nha-dat/cardinal-court-prj5662
prj5663,Cosmo city,Công ty Cổ phần Bảo Gia,Quận 7,TPHCM,2020,Từ 2 tỷ 709 triệu,43 - 45 triệu/m2,Đang bán; Cho thuê,https://mogi.vn/cosmo-city-prj5663,https://mogi.vn/ho-chi-minh/quan-7/mua-nha-dat/cosmo-city-prj5663; https://mogi.vn/ho-chi-minh/quan-7/thue-nha-dat/cosmo-city-prj5663
prj5664,Babylon Garden,Công ty TNHH Phát Triển Phú Mỹ Hưng,Quận 7,TPHCM,2023,Từ 2 tỷ 750 triệu,55 - 75 triệu/m2,,https://mogi.vn/babylon-garden-prj5664,
prj5666,Topaz Home 2,,Quận 9 (TP. Thủ Đức),TPHCM,,,,Đang bán,https://mogi.vn/topaz-home-2-prj5666,https://mogi.vn/ho-chi-minh/quan-9/mua-nha-dat/topaz-home-2-prj5666
prj5668,Citi Esto,Công ty Cổ phần Kiến Á,Quận 2 (TP. Thủ Đức),TPHCM,2021,,,Cho thuê,https://mogi.vn/citi-esto-prj5668,https://mogi.vn/ho-chi-minh/quan-2/thue-nha-dat/citi-esto-prj5668
prj5679,Khu dân cư 13A Hồng Quang,,Huyện Bình Chánh,TPHCM,,,,Đang bán,https://mogi.vn/khu-dan-cu-13a-hong-quang-prj5679,https://mogi.vn/ho-chi-minh/huyen-binh-chanh/mua-nha-dat/khu-dan-cu-13a-hong-quang-prj5679
prj5696,Res Green,Công ty Cổ phần Địa ốc 11,Quận Tân Phú,TPHCM,2020,,,Cho thuê,https://mogi.vn/https-resgreentower-com-prj5696,https://mogi.vn/ho-chi-minh/quan-tan-phu/thue-nha-dat/https-resgreentower-com-prj5696
prj5697,Rich Star,Novaland Group,Quận Tân Phú,TPHCM,2018,,,Cho thuê,https://mogi.vn/https-www-novaland-com-vn-richstar-prj5697,https://mogi.vn/ho-chi-minh/quan-tan-phu/thue-nha-dat/https-www-novaland-com-vn-richstar-prj5697
prj5698,Chung cư 155 Nguyễn Chí Thanh,,Quận 5,TPHCM,2012,,,Đang bán,https://mogi.vn/chung-cu-155-nguyen-chi-thanh-prj5698,https://mogi.vn/ho-chi-minh/quan-5/mua-nha-dat/chung-cu-155-nguyen-chi-thanh-prj5698
prj5699,Goldora Plaza,,Huyện Nhà Bè,TPHCM,2019,,,Cho thuê,https://mogi.vn/goldora-plaza-prj5699,https://mogi.vn/ho-chi-minh/huyen-nha-be/thue-nha-dat/goldora-plaza-prj5699
prj5700,Dragon Hill Residence and Suites 2,Công ty Cổ phần Địa ốc Phú Long,Huyện Nhà Bè,TPHCM,2017,,,Đang bán,https://mogi.vn/dragon-hill-residence-and-suites-2-prj5700,https://mogi.vn/ho-chi-minh/huyen-nha-be/mua-nha-dat/dragon-hill-residence-and-suites-2-prj5700
prj5702,CT Home Bình Thạnh,,Quận Bình Thạnh,TPHCM,,,,Đang bán,https://mogi.vn/ct-home-binh-thanh-prj5702,https://mogi.vn/ho-chi-minh/quan-binh-thanh/mua-nha-dat/ct-home-binh-thanh-prj5702
prj5703,HaDo Green Lane,Tập đoàn Hà Đô,Quận 8,TPHCM,,,,,https://mogi.vn/hado-green-lane-prj5703,
prj5704,The Pegasuite 3,Công ty Cổ Phần Đầu tư Phương Việt,Quận 7,TPHCM,2022,,,Đang bán,https://mogi.vn/the-pegasuite-3-prj5704,https://mogi.vn/ho-chi-minh/quan-7/mua-nha-dat/the-pegasuite-3-prj5704
prj5705,Centum Wealth,,Quận 9 (TP. Thủ Đức),TPHCM,2019,,,Cho thuê,https://mogi.vn/centum-wealth-prj5705,https://mogi.vn/ho-chi-minh/quan-9/thue-nha-dat/centum-wealth-prj5705
prj5706,Chung cư Bộ Công An,,Quận 2 (TP. Thủ Đức),TPHCM,,,,Cho thuê,https://mogi.vn/chung-cu-bo-cong-an-prj5706,https://mogi.vn/ho-chi-minh/quan-2/thue-nha-dat/chung-cu-bo-cong-an-prj5706
prj5707,CT Plaza Nguyên Hồng,C.T Group,Quận Gò Vấp,TPHCM,,,,Đang bán,https://mogi.vn/ct-plaza-nguyen-hong-prj5707,https://mogi.vn/ho-chi-minh/quan-go-vap/mua-nha-dat/ct-plaza-nguyen-hong-prj5707
prj5708,Dragon Sky View Thủ Đức,Công ty CP Đầu tư Địa ốc Hưng Phú,Quận Thủ Đức (TP. Thủ Đức),TPHCM,2022,,,,https://mogi.vn/dragon-sky-view-thu-duc-prj5708,
prj5709,I-Home,C.T Group,Quận Gò Vấp,TPHCM,2015,,,Cho thuê,https://mogi.vn/i-home-prj5709,https://mogi.vn/ho-chi-minh/quan-go-vap/thue-nha-dat/i-home-prj5709
prj5710,Kikyo Residence,Công Ty Cổ Phần Đầu Tư Nam Long,Quận 9 (TP. Thủ Đức),TPHCM,2018,,,Cho thuê,https://mogi.vn/kikyo-residence-prj5710,https://mogi.vn/ho-chi-minh/quan-9/thue-nha-dat/kikyo-residence-prj5710
prj5712,The Metropole Thủ Thiêm,Công ty Đầu tư và Phát triển Sơn Kim,Quận 2 (TP. Thủ Đức),TPHCM,,,,Đang bán,https://mogi.vn/metropole-thu-thiem-prj5712,https://mogi.vn/ho-chi-minh/quan-2/mua-nha-dat/metropole-thu-thiem-prj5712
prj5714,Osimi Tower,công ty CP đầu tư - Phát triển Sông Đà,Quận Gò Vấp,TPHCM,2018,,,Đang bán,https://mogi.vn/osimi-tower-prj5714,https://mogi.vn/ho-chi-minh/quan-go-vap/mua-nha-dat/osimi-tower-prj5714
prj5716,Cư xá Đài Ra Đa,,Quận 6,TPHCM,,,,Cho thuê,https://mogi.vn/cu-xa-dai-ra-da-prj5716,https://mogi.vn/ho-chi-minh/quan-6/thue-nha-dat/cu-xa-dai-ra-da-prj5716
prj5720,Masteri An Phú,,Quận 2 (TP. Thủ Đức),TPHCM,,,,Đang bán; Cho thuê,https://mogi.vn/masteri-an-phu-prj5720,https://mogi.vn/ho-chi-minh/quan-2/mua-nha-dat/masteri-an-phu-prj5720; https://mogi.vn/ho-chi-minh/quan-2/thue-nha-dat/masteri-an-phu-prj5720
prj5723,Chung cư PARKLEGEND,,Quận Tân Bình,TPHCM,,,,Cho thuê,https://mogi.vn/chung-cu-parklegend-prj5723,https://mogi.vn/ho-chi-minh/quan-tan-binh/thue-nha-dat/chung-cu-parklegend-prj5723
prj5729,The Global City,,Quận 2 (TP. Thủ Đức),TPHCM,,,,Đang bán,https://mogi.vn/the-global-city-prj5729,https://mogi.vn/ho-chi-minh/quan-2/mua-nha-dat/the-global-city-prj5729
prj5736,Green River,,Quận 8,TPHCM,,,,Đang bán,https://mogi.vn/du-an-green-river-prj5736,https://mogi.vn/ho-chi-minh/quan-8/mua-nha-dat/du-an-green-river-prj5736
prj5740,Khu dân cư Bộ Công An,,Huyện Nhà Bè,TPHCM,,,,Đang bán,https://mogi.vn/khu-dan-cu-bo-cong-an-prj5740,https://mogi.vn/ho-chi-minh/huyen-nha-be/mua-nha-dat/khu-dan-cu-bo-cong-an-prj5740
prj5742,Shizen Home,,Quận 7,TPHCM,,,,Đang bán,https://mogi.vn/shizen-home-prj5742,https://mogi.vn/ho-chi-minh/quan-7/mua-nha-dat/shizen-home-prj5742
prj5754,Chung cư Đại Thành,,Quận Tân Phú,TPHCM,,,,Đang bán; Cho thuê,https://mogi.vn/chung-cu-dai-thanh-prj5754,https://mogi.vn/ho-chi-minh/quan-tan-phu/mua-nha-dat/chung-cu-dai-thanh-prj5754; https://mogi.vn/ho-chi-minh/quan-tan-phu/thue-nha-dat/chung-cu-dai-thanh-prj5754
prj5757,Resco An Hội 3,,Quận Gò Vấp,TPHCM,,,,Đang bán,https://mogi.vn/resco-an-hoi-3-prj5757,https://mogi.vn/ho-chi-minh/quan-go-vap/mua-nha-dat/resco-an-hoi-3-prj5757
prj5760,Chung cư SOHO Residence,,Quận 1,TPHCM,,,,Đang bán,https://mogi.vn/chung-cu-soho-residence-prj5760,https://mogi.vn/ho-chi-minh/quan-1/mua-nha-dat/chung-cu-soho-residence-prj5760
prj5762,Khu dân cư Anh Tuấn Green Riverside,,Huyện Nhà Bè,TPHCM,,,,Đang bán,https://mogi.vn/khu-dan-cu-anh-tuan-green-riverside-prj5762,https://mogi.vn/ho-chi-minh/huyen-nha-be/mua-nha-dat/khu-dan-cu-anh-tuan-green-riverside-prj5762
prj5764,D2eight Capitaland,,Quận 2 (TP. Thủ Đức),TPHCM,,,,Đang bán,https://mogi.vn/d2-eight-capital-land-prj5764,https://mogi.vn/ho-chi-minh/quan-2/mua-nha-dat/d2-eight-capital-land-prj5764
prj5767,Chung cư Vĩnh Hội,,Quận 4,TPHCM,,,,Cho thuê,https://mogi.vn/chung-cu-vinh-hoi-prj5767,https://mogi.vn/ho-chi-minh/quan-4/thue-nha-dat/chung-cu-vinh-hoi-prj5767
prj5773,Dự án The Peak Garden,,Quận 7,TPHCM,,,,Cho thuê,https://mogi.vn/du-an-the-peak-garden-prj5773,https://mogi.vn/ho-chi-minh/quan-7/thue-nha-dat/du-an-the-peak-garden-prj5773
prj5776,Khu dân cư Tên Lửa Lê Cơ Nam Hùng Vương,,Quận Bình Tân,TPHCM,,,,Đang bán,https://mogi.vn/khu-dan-cu-ten-lua-le-co-nam-hung-vuong-prj5776,https://mogi.vn/ho-chi-minh/quan-binh-tan/mua-nha-dat/khu-dan-cu-ten-lua-le-co-nam-hung-vuong-prj5776
prj5778,Chung cư The Ascentia,,Quận 7,TPHCM,,,,Cho thuê,https://mogi.vn/chung-cu-the-ascentia-prj5778,https://mogi.vn/ho-chi-minh/quan-7/thue-nha-dat/chung-cu-the-ascentia-prj5778
prj5780,Dự án Dream Home Riverside,,Quận 8,TPHCM,,,,Đang bán,https://mogi.vn/du-an-dream-home-riverside-prj5780,https://mogi.vn/ho-chi-minh/quan-8/mua-nha-dat/du-an-dream-home-riverside-prj5780
prj5781,Dự án Chung cư 90 Riverside,,Quận Bình Thạnh,TPHCM,,,,Đang bán,https://mogi.vn/du-an-chung-cu-90-riverside-prj5781,https://mogi.vn/ho-chi-minh/quan-binh-thanh/mua-nha-dat/du-an-chung-cu-90-riverside-prj5781
prj5785,Dự án Classia Khang Điền,,Quận 9 (TP. Thủ Đức),TPHCM,,,,Đang bán,https://mogi.vn/du-an-classia-khang-dien-prj5785,https://mogi.vn/ho-chi-minh/quan-9/mua-nha-dat/du-an-classia-khang-dien-prj5785
prj5788,Mystery Hưng Thịnh,CÔNG TY CỔ PHẦN ĐẦU TƯ KINH DOANH ĐỊA ỐC HƯNG THỊNH,Quận 2 (TP. Thủ Đức),TPHCM,,Từ 16 tỷ 750 triệu,167 - 355 triệu/m2,Đang bán; Cho thuê,https://mogi.vn/mystery-hung-thinh-prj5788,https://mogi.vn/ho-chi-minh/quan-2/mua-nha-dat/mystery-hung-thinh-prj5788; https://mogi.vn/ho-chi-minh/quan-2/thue-nha-dat/mystery-hung-thinh-prj5788
prj5789,Thủ Thiêm Lake View,Công ty CP đầu tư hạ tầng kỹ thuật TP. Hồ Chí Minh,Quận 2 (TP. Thủ Đức),TPHCM,,,,Cho thuê,https://mogi.vn/thu-thiem-lake-view-prj5789,https://mogi.vn/ho-chi-minh/quan-2/thue-nha-dat/thu-thiem-lake-view-prj5789
prj5800,Darlington Apartment,,Quận Tân Bình,TPHCM,,,,,https://mogi.vn/darlington-apartment-prj5800,
prj5812,Dự Án River Park,,Quận 9 (TP. Thủ Đức),TPHCM,,,,Cho thuê,https://mogi.vn/du-an-river-park-prj5812,https://mogi.vn/ho-chi-minh/quan-9/thue-nha-dat/du-an-river-park-prj5812
prj5813,M-One Gia Định,Masterise Homes,Quận Gò Vấp,TPHCM,,Từ 1 tỷ 519 triệu,31 - 69 triệu/m2,Cho thuê,https://mogi.vn/m-one-gia-dinh-prj5813,https://mogi.vn/ho-chi-minh/quan-go-vap/thue-nha-dat/m-one-gia-dinh-prj5813
prj5814,Thảo Điền Green,,Quận 2 (TP. Thủ Đức),TPHCM,,,,Cho thuê,https://mogi.vn/thao-dien-green-prj5814,https://mogi.vn/ho-chi-minh/quan-2/thue-nha-dat/thao-dien-green-prj5814
prj5815,Dự Án KDC Đại học Bách Khoa,,Quận 9 (TP. Thủ Đức),TPHCM,2018,,,Đang bán,https://mogi.vn/du-an-kdc-da-i-ho-c-ba-ch-khoa-prj5815,https://mogi.vn/ho-chi-minh/quan-9/mua-nha-dat/du-an-kdc-da-i-ho-c-ba-ch-khoa-prj5815
prj5830,Vincom Financial Tower,,Quận 1,TPHCM,,,,,https://mogi.vn/vincom-financial-tower-prj5830,
prj5832,Lancaster Legacy,Công ty cổ phần tập đoàn Trung Thủy,Quận 1,TPHCM,,,,Đang bán,https://mogi.vn/lancaster-legacy-prj5832,https://mogi.vn/ho-chi-minh/quan-1/mua-nha-dat/lancaster-legacy-prj5832
prj5833,IFC One Saigon,,Quận 1,TPHCM,,,,,https://mogi.vn/ifc-one-saigon-prj5833,
prj5835,Sacomreal – Generalimex,,Quận 1,TPHCM,,,,,https://mogi.vn/sacomreal-generalimex-prj5835,
prj5837,Packsimex Building,,Quận 1,TPHCM,,,,,https://mogi.vn/packsimex-building-prj5837,
prj5838,Saigon Land Building,,Quận 1,TPHCM,,,,,https://mogi.vn/saigon-land-building-prj5838,
prj5839,IBC Building,,Quận 1,TPHCM,,,,,https://mogi.vn/ibc-building-prj5839,
prj5840,Compass Living Park View,### Dự án tại TPHCM,Quận 1,TPHCM,,,,,https://mogi.vn/compass-living-park-view-prj5840,
prj5841,V&D Building,,Quận 1,TPHCM,,,,,https://mogi.vn/v-d-building-prj5841,
prj5842,Mai Hồng Quế Building,,Quận 1,TPHCM,,,,,https://mogi.vn/mai-hong-que-building-prj5842,
prj5843,Thái Sơn Building,### Dự án tại TPHCM,Quận 1,TPHCM,,,,,https://mogi.vn/thai-son-building-prj5843,
prj5844,Căn Hộ Zenity,CapitaLand (Việt Nam),Quận 1,TPHCM,,,,Đang bán,https://mogi.vn/zenity-prj5844,https://mogi.vn/ho-chi-minh/quan-1/mua-nha-dat/zenity-prj5844
prj5845,Alpha City,,Quận 1,TPHCM,,,,,https://mogi.vn/alpha-city-prj5845,
prj5847,Centennial Ba Son,,Quận 1,TPHCM,,,,,https://mogi.vn/centennial-ba-son-prj5847,
prj5848,One Central Saigon,,Quận 1,TPHCM,,,,,https://mogi.vn/one-central-saigon-prj5848,
prj5849,The Nexus,,Quận 1,TPHCM,,,,,https://mogi.vn/the-nexus-prj5849,
prj5850,Dự Án The Front,,Quận 1,TPHCM,,,,,https://mogi.vn/du-an-the-front-prj5850,
prj5851,Sunny Thủ Thiêm,,Quận 2 (TP. Thủ Đức),TPHCM,,,,,https://mogi.vn/sunny-thu-thiem-prj5851,
prj5852,Detesco Lương Định Của,,Quận 2 (TP. Thủ Đức),TPHCM,,Từ 1 tỷ 755 triệu,39 - 312 triệu/m2,,https://mogi.vn/detesco-luong-dinh-cua-prj5852,
prj5853,Lan Anh Village,,Quận 2 (TP. Thủ Đức),TPHCM,,Từ 43 tỷ 500 triệu,250 - 350 triệu/m2,,https://mogi.vn/lan-anh-village-prj5853,
prj5854,Chung cư An Cư,,Quận 2 (TP. Thủ Đức),TPHCM,,,,,https://mogi.vn/chung-cu-an-cu-prj5854,
prj5855,Biệt thự Hà Đô,,Quận 2 (TP. Thủ Đức),TPHCM,,Từ 21 tỷ 420 triệu,140 - 315 triệu/m2,Đang bán,https://mogi.vn/biet-thu-ha-do-prj5855,https://mogi.vn/ho-chi-minh/quan-2/mua-nha-dat/biet-thu-ha-do-prj5855
prj5856,Thủ Thiêm Sky,CÔNG TY CỔ PHẦN ĐẦU TƯ THỦ THIÊM,Quận 2 (TP. Thủ Đức),TPHCM,,Từ,39 - 43 triệu/m2,Đang bán,https://mogi.vn/thu-thiem-sky-prj5856,https://mogi.vn/ho-chi-minh/quan-2/mua-nha-dat/thu-thiem-sky-prj5856
prj5858,Sarah Thảo Điền,Công ty TNHH Hoàn Cầu,Quận 2 (TP. Thủ Đức),TPHCM,,,,,https://mogi.vn/sarah-thao-dien-prj5858,
prj5859,Palm City,"Keppel Land, Gaw Capital, Tiến Phước, Trần Thái",Quận 2 (TP. Thủ Đức),TPHCM,,Từ,60 - 220 triệu/m2,,https://mogi.vn/palm-city-prj5859,
prj5860,Vinhomes Thủ Thiêm,,Quận 2 (TP. Thủ Đức),TPHCM,,,,,https://mogi.vn/vinhomes-thu-thiem-prj5860,
prj5861,The Water Bay,,Quận 2 (TP. Thủ Đức),TPHCM,,Từ 3 tỷ 290 triệu,70 - 80 triệu/m2,,https://mogi.vn/the-water-bay-prj5861,
prj5862,Lancaster Eden,Tập đoàn Trung Thuỷ (TTG Holdings),Quận 2 (TP. Thủ Đức),TPHCM,,Từ 72 tỷ 600 triệu,150 triệu/m2,,https://mogi.vn/lancaster-eden-prj5862,
prj5863,Blue Sky Tower,,Quận 2 (TP. Thủ Đức),TPHCM,,Từ 1 tỷ 440 triệu,30 - 35 triệu/m2,Cho thuê,https://mogi.vn/blue-sky-tower-prj5863,https://mogi.vn/ho-chi-minh/quan-2/thue-nha-dat/blue-sky-tower-prj5863
